System_Affiliation,Facility_Name,Current Year Market Share,Current Year Commercial Market Share,Hosp Lat,Hosp Long,Quality-Complications_Deaths,Likelihood to Recommend,Overall Hospital Linear Mean Score,Quality-Hosp Acq Infections,Quality-Readmissions,Total 2017-22 Pop Growth,2017 Household Income,CY Discharges,Estimated NR,Estimated CM,Estimated EBITDA,Current Liabilities,Current Assets,Total Liabilities,Fund Balance,EBITDAR
HCA,Parkridge East Hospital-Tennessee,0.1089005681,8.77E-02,34.99721,-85.227705,No Different than the National Rate,75,90,No Different than National Benchmark,No Different than the National Rate,4.86E-02,66880.02515,6905,45730464,26148364,4165234,19101383,51630275,-180457206,317673799,74263215
HCA,Parkridge Medical Center-Tennessee,0.1114511193,6.27E-02,35.029235,-85.271055,No Different than the National Rate,75,90,No Different than National Benchmark,No Different than the National Rate,4.22E-02,66233.44339,8532,127299746,70190860,24769628,19101383,51630275,-180457206,317673799,74263215
HCA,Parkridge Valley Adult & Senior Campus-Tennessee,2.05E-02,2.98E-02,35.029235,-85.271055,,,,,,4.31E-02,66369.03341,2197,12398795,8154219,609323,,,,,
HCA,Parkridge Valley Child & Adolescent Campus-Tennessee,4.03E-03,6.67E-03,35.028879,-85.15316,No Different than the National Rate,75,90,No Different than National Benchmark,No Different than the National Rate,5.51E-02,66351.92169,1232,5809677,3801102,-81304,19101383,51630275,-180457206,317673799,74263215
HCA,Parkridge West Hospital-Tennessee,7.39E-03,6.52E-03,35.029235,-85.271055,,,,,,3.68E-02,63085.81703,626,3904844,2535103,98478,,,,,
Parkview Community Hospital,Parkview Community Hospital Medical Center-California,0.1332318802,7.54E-02,33.889727,-117.446739,No Different than the National Rate,52,81,No Different than National Benchmark,No Different than the National Rate,2.92E-02,77489.79776,12300,97106335,53923559,12387037,40756780,63091876,67925868,21339571,14314650
No Known Affiliation,Parkview Medical Center-Colorado,0.575099914,0.722614841,38.278476,-104.637561,No Different than the National Rate,75,89,No Different than National Benchmark,No Different than the National Rate,5.05E-02,57330.28362,15888,207803841,127399974,54754511,74631266,73620575,183514710,263533630,19724813
No Known Affiliation,Parkview Regional Hospital-Texas,8.27E-02,5.05E-02,31.672603,-96.476624,No Different than the National Rate,76,Not Available,Not Available,No Different than the National Rate,1.59E-02,59031.86263,485,4225993,2560908,833826,1249964,4270906,4151420,7564644,2086939
Wise Health System,Parkway Surgical And Cardiovascular Hospital-Texas,1.63E-03,3.02E-03,32.972109,-97.303027,,,,,,0.1111160457,96288.03743,315,12322369,8308764,6570999,,,,,
Covenant Health - TN,Parkwest Medical Center-Tennessee,0.1665943063,0.2010657532,35.926688,-84.079181,No Different than the National Rate,80,91,Better than the National Benchmark,No Different than the National Rate,4.96E-02,70933.65021,18662,278743367,161069741,71506335,477416142,496271467,480196779,170287599,49795008
No Known Affiliation,Parmer Medical Center-Texas,0.2531446541,0.140969163,34.653607,-102.747546,No Different than the National Rate,75,Not Available,Not Available,No Different than the National Rate,-4.71E-03,63322.23898,221,1688470,1063881,271558,1030493,9292792,1030493,10006166,1015095
North Brevard County,Parrish Medical Center-Florida,0.5859695726,0.4276276276,28.60041,-80.883984,No Different than the National Rate,70,90,No Different than National Benchmark,No Different than the National Rate,5.23E-02,59653.83984,7250,66874176,37507642,8754987,24775080,57599801,160187306,642274,-10332407
Greenville Health System,Patewood Memorial Hospital-South Carolina,1.12E-02,1.50E-02,34.855596,-82.295605,No Different than the National Rate,90,95,Not Available,No Different than the National Rate,5.29E-02,67291.81077,1517,30208607,15933265,9075456,709764,110432340,709764,199747417,36310903
No Known Affiliation,Patient'S Hospital Of Redding-California,6.61E-03,1.97E-02,40.597872,-122.470192,No Different than the National Rate,97,98,Not Available,No Different than the National Rate,4.57E-02,63873.31161,231,3444113,2207725,1245609,1881511,1734212,2640094,410084,-548571
South Carolina Department of Mental Health,Patrick B. Harris Psychiatric-South Carolina,7.17E-03,4.72E-04,34.505802,-82.602297,,,,,,3.64E-02,60433.90843,917,2910123,1338994,-1583716,,,,,
Community Health Systems,Paul B Hall Regional Medical Center-Kentucky,0.283559898,0.104679803,37.852508,-82.762249,No Different than the National Rate,65,88,No Different than National Benchmark,No Different than the National Rate,1.16E-02,47266.20521,1802,13060292,6909140,214975,5407762,7951409,7326926,13373196,8177243
No Known Affiliation,Pauls Valley General Hospital-Oklahoma,0.2056778679,0.1365979381,34.753203,-97.195601,No Different than the National Rate,63,87,Not Available,No Different than the National Rate,6.99E-03,58061.11408,520,4186151,2572056,660730,8646272,6037646,16430371,-2521066,1459167
Peachford Hospital,Peachford Hospital-Georgia,1.65E-02,4.43E-02,33.943849,-84.318081,,,,,,8.48E-02,84394.12907,10604,67504961,50050153,16328972,2601133,6844735,-165992170,192695999,21323948
HCA,Pearland Medical Center-Texas,2.49E-02,2.34E-02,29.54579,-95.347457,No Different than the National Rate,77,90,Not Available,No Different than the National Rate,9.38E-02,81876.38648,2188,21060327,13011075,4679938,3612698,9507729,121413178,-27406688,-11479478
No Known Affiliation,Pemiscot Memorial Health Systems - Hayti Mo-Missouri,0.1073033708,0.1483318305,36.264909,-89.696545,No Different than the National Rate,42,71,Not Available,No Different than the National Rate,9.06E-05,56602.43549,3145,20129664,13033725,3317215,10711510,5819410,10740830,12172983,448820
No Known Affiliation,Peninsula Hospital-Tennessee,2.39E-02,1.52E-02,35.926688,-84.079181,,,,,,4.42E-02,63347.00441,4532,16714602,9318612,-4395346,,,,,
No Known Affiliation,Permian Regional Medical Center-Texas,0.4267029973,0.3625806452,32.305011,-102.637845,No Different than the National Rate,74,90,Not Available,No Different than the National Rate,8.09E-03,80423.18154,1128,6282824,3824264,965052,1958871,20609839,51333205,56469649,10037621
No Known Affiliation,Perry Community Hospital Llc-Tennessee,0.1226330027,2.61E-02,35.608662,-87.862533,No Different than the National Rate,52,Not Available,Not Available,No Different than the National Rate,1.18E-02,49187.19548,575,4393779,2606948,316330,,,,,
Houston Healthcare System,Perry Hospital-Georgia,7.20E-02,4.41E-02,32.44172,-83.738796,No Different than the National Rate,70,89,No Different than National Benchmark,No Different than the National Rate,9.21E-02,64685.85732,1454,11891925,6704907,1433076,1543473,3618608,1543473,10395882,547875
No Known Affiliation,Pershing Memorial Hospital - Brookfield Mo-Missouri,0.1550632911,9.34E-02,39.794631,-93.045861,No Different than the National Rate,Not Available,Not Available,Not Available,No Different than the National Rate,-1.95E-02,52261.75758,267,2497491,1650328,628129,-846388,10251709,4706719,12182487,432349
St. Joseph Health - CA,Petaluma Valley Hospital-California,0.2238652701,0.1040723982,38.226256,-122.558557,No Different than the National Rate,71,90,Not Available,No Different than the National Rate,2.50E-02,97502.74332,2975,22703513,12519467,2161000,24701707,17186138,24821015,9543455,5236904
No Known Affiliation,Peterson Regional Medical Center-Texas,0.5454818373,0.6838487973,30.025941,-99.156467,No Different than the National Rate,78,91,No Different than National Benchmark,No Different than the National Rate,4.48E-02,66211.65938,4979,62570940,40768830,20655985,13550273,136321776,82683469,145005158,28796653
No Known Affiliation,Phelps County Regional Medical Center - Rolla Mo-Missouri,0.4402579769,0.4575045208,37.891453,-91.760918,No Different than the National Rate,62,86,No Different than National Benchmark,No Different than the National Rate,5.44E-02,56711.81512,7142,57124431,32116321,5784648,32904406,164633128,88908361,300073968,48986850
Phoebe Putney Health System,Phoebe Sumter Medical Center-Georgia,0.5119747899,0,32.042728,-84.138293,No Different than the National Rate,61,86,Not Available,No Different than the National Rate,5.49E-03,47569.22066,3370,16215986,4884809,-6319147,4179670,28429278,5878073,73985589,15642498
Phoebe Putney Health System,Phoebe Worth Medical Center-Georgia,1.84E-02,0,31.527917,-83.881243,Not Available,Not Available,Not Available,Not Available,Not Available,1.25E-02,58071.98285,389,2367420,1070152,-380362,1407133,5207903,16087451,-6233330,-1004709
No Known Affiliation,Physician Surgical Hospitals-Panhandle Campus-Texas,1.72E-02,2.27E-02,35.201314,-101.893734,,,,,,2.66E-02,70813.02065,1015,24659124,15798416,11248454,,,,,
No Known Affiliation,Physicians Centre Hospital-Texas,7.15E-03,1.59E-02,30.639308,-96.363639,No Different than the National Rate,91,95,Not Available,No Different than the National Rate,5.87E-02,66821.22856,305,9470347,6192383,4738348,3709479,1845372,10504078,3124999,644548
No Known Affiliation,Physicians Hospital In Anadarko-Oklahoma,9.93E-02,1.88E-02,35.107519,-98.209284,No Different than the National Rate,Not Available,Not Available,Not Available,No Different than the National Rate,-1.94E-02,52580.47782,174,918155,523189,32588,54504133,3718316,65465787,-56807710,-14561262
Community Health Systems,Physicians Regional Medical Center - Collier Boulevard-Florida,8.90E-02,6.26E-02,25.981356,-81.545508,No Different than the National Rate,63,84,No Different than National Benchmark,No Different than the National Rate,0.1239696316,90470.15673,3304,32665023,17999502,4924266,181881123,32210076,182112144,45786305,36255940
Community Health Systems,Physicians Regional Medical Center - Pine Ridge-Florida,0.1458268886,0.120585572,26.26679,-81.714765,No Different than the National Rate,63,84,No Different than National Benchmark,No Different than the National Rate,0.1185116241,95394.85113,6683,81274014,42686676,14173068,181881123,32210076,182112144,45786305,36255940
No Known Affiliation,Physicians Surgical Hospital-Quail Creek-Texas,2.16E-02,3.12E-02,35.368723,-102.042641,No Different than the National Rate,92,96,Not Available,No Different than the National Rate,2.58E-02,71117.58523,1238,37861879,24816525,18833767,89680801,19740487,90595649,63002474,7187450
Piedmont Healthcare,Piedmont Fayette Hospital-Georgia,0.2226991493,0.25,33.49203,-84.488972,No Different than the National Rate,76,89,No Different than National Benchmark,No Different than the National Rate,0.1065244411,72743.16559,15864,168967496,102074284,37679877,20577000,47839073,35460665,111709674,55082225
Piedmont Healthcare,Piedmont Henry Hospital-Georgia,0.3576562701,0.3497728028,33.563572,-84.192972,No Different than the National Rate,62,85,No Different than National Benchmark,No Different than the National Rate,0.1373469278,71274.08397,15416,161132080,96668022,35636203,21724782,33915025,83297965,108084052,32219623
Piedmont Healthcare,Piedmont Hospital-Georgia,7.15E-02,0.1188968109,33.79858,-84.388299,No Different than the National Rate,79,91,No Different than National Benchmark,No Different than the National Rate,7.56E-02,86275.38943,30171,591744025,357693060,189771126,69079426,186899485,623643531,369377690,116377454
Tenet,Piedmont Medical Center-South Carolina,0.861145607,0.8574151735,34.969927,-81.080254,No Different than the National Rate,63,88,No Different than National Benchmark,No Different than the National Rate,9.35E-02,70463.22807,16295,150073690,85972309,24270744,16931477,54017062,35671914,220145968,48300281
Piedmont Healthcare,Piedmont Mountainside Hospital-Georgia,0.3860654502,0.2609001406,34.459133,-84.428419,No Different than the National Rate,78,90,Not Available,No Different than the National Rate,8.65E-02,64151.3704,3626,30090026,16831136,3316597,8463423,11346684,8744996,46965207,3334327
Piedmont Healthcare,Piedmont Newnan Hospital Inc.-Georgia,0.4248837209,0.345389436,33.38704,-84.860918,No Different than the National Rate,76,90,No Different than National Benchmark,No Different than the National Rate,0.1047314905,85736.2319,9966,109531032,64530440,22770997,16028980,27014096,16028980,182689060,18569076
Piedmont Healthcare,Piedmont Newton Medical Center-Georgia,0.3449173301,0.2595744681,33.579837,-83.820356,No Different than the National Rate,63,85,No Different than National Benchmark,No Different than the National Rate,0.1356698059,63074.87039,6112,50318039,28979034,6781867,7856412,14419318,29635261,29892757,11234
PIH Health,Pih Hospital - Downey-California,8.49E-02,7.51E-02,33.940916,-118.128579,No Different than the National Rate,61,83,No Different than National Benchmark,No Different than the National Rate,-2.09E-02,64827.64968,9019,81462036,46695299,12261692,169122205,44214880,195080671,-59185262,7914859
No Known Affiliation,Pike County Memorial Hospital - Louisiana Mo-Missouri,0.2119113573,3.85E-02,39.439732,-91.114844,No Different than the National Rate,Not Available,Not Available,Not Available,No Different than the National Rate,-1.49E-02,54572.41701,344,2494668,1509746,295858,1764424,5292321,4944424,18010414,2655061
IASIS Healthcare,Pikes Peak Regional Hospital-Colorado,0.1351955307,0.1045045045,39.014053,-105.076095,No Different than the National Rate,71,91,Not Available,No Different than the National Rate,7.08E-02,81621.06727,330,3292934,1987548,726278,915140,5315348,22305505,10413919,7157282
No Known Affiliation,Pikeville Medical Center-Kentucky,0.3640316775,0.3353636028,37.511003,-82.51418,No Different than the National Rate,72,88,No Different than National Benchmark,No Different than the National Rate,-1.31E-02,46546.24356,17304,221390313,117890386,24809387,47591493,261629205,227164768,273184280,37827314
No Known Affiliation,Pine Creek Medical Center-Texas,3.20E-03,6.08E-03,32.831495,-96.847885,No Different than the National Rate,67,87,Not Available,No Different than the National Rate,8.15E-02,91719.04401,1336,44833815,30035518,23364318,17904760,30672818,24582982,13755979,13612247
No Known Affiliation,Pine Valley Specialty Hospital-Texas,1.00E-03,8.27E-04,29.685906,-95.303419,,,,,,1.91E-02,71316.58952,258,4558801,2686482,810113,5462611,3031615,5462611,-2041384,118571
No Known Affiliation,Pineville Community Hospital-Kentucky,0.1525403467,0.1241578441,36.736213,-83.713733,No Different than the National Rate,72,90,Not Available,No Different than the National Rate,-2.23E-02,39027.51488,1784,12087506,7018259,855306,5367915,9538992,12907174,1366388,-565138
No Known Affiliation,Pioneer Community Hospital Of Early-Georgia,0.3719862227,0.2352941176,31.34426,-84.950786,No Different than the National Rate,Not Available,Not Available,Not Available,No Different than the National Rate,-4.02E-02,46897.10359,454,2350716,1256936,-93839,2000646,10688192,6456798,8684619,123790
